chunk_id,doc_slug,doc_title,section_heading,owner,text
leave-and-benefits-policy::4-sick-leave,leave-and-benefits-policy,Leave and Benefits Policy,4. Sick Leave,People Operations,"Leave and Benefits Policy
4. Sick Leave
The section on sick leave defines the standard rule, the approval path, and the records that must be retained.

Requests related to sick leave should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for sick leave, the exception must include the reason, the duration, and any compensating controls.

Employees receive up to 10 paid sick days per calendar year for personal illness, medical appointments, or short-term care needs.

Managers should not request diagnostic details unless required for a lawful accommodation or leave process."
leave-and-benefits-policy::5-parental-leave,leave-and-benefits-policy,Leave and Benefits Policy,5. Parental Leave,People Operations,"Leave and Benefits Policy
5. Parental Leave
The section on parental leave defines the standard rule, the approval path, and the records that must be retained.

Requests related to parental leave should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for parental leave, the exception must include the reason, the duration, and any compensating controls.

Records related to parental leave must be stored in the designated repository with a clear owner and retention period.

Metrics related to parental leave should be reviewed periodically to identify recurring issues and opportunities for improvement."
leave-and-benefits-policy::6-public-holidays,leave-and-benefits-policy,Leave and Benefits Policy,6. Public Holidays,People Operations,"Leave and Benefits Policy
6. Public Holidays
The section on public holidays defines the standard rule, the approval path, and the records that must be retained.

Requests related to public holidays should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for public holidays, the exception must include the reason, the duration, and any compensating controls.

Records related to public holidays must be stored in the designated repository with a clear owner and retention period.

Metrics related to public holidays should be reviewed periodically to identify recurring issues and opportunities for improvement."
leave-and-benefits-policy::7-benefits-administration,leave-and-benefits-policy,Leave and Benefits Policy,7. Benefits Administration,People Operations,"Leave and Benefits Policy
7. Benefits Administration
The section on benefits administration defines the standard rule, the approval path, and the records that must be retained.

Requests related to benefits administration should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for benefits administration, the exception must include the reason, the duration, and any compensating controls.

Records related to benefits administration must be stored in the designated repository with a clear owner and retention period.

Metrics related to benefits administration should be reviewed periodically to identify recurring issues and opportunities for improvement."
leave-and-benefits-policy::8-exceptions-and-escalations,leave-and-benefits-policy,Leave and Benefits Policy,8. Exceptions and Escalations,People Operations,"Leave and Benefits Policy
8. Exceptions and Escalations
Exceptions must be rare, time-bound, and approved by the designated authority named in the relevant section.

All exceptions must be logged with the approver, rationale, expiration date, and any required follow-up actions."
leave-and-benefits-policy::9-document-control,leave-and-benefits-policy,Leave and Benefits Policy,9. Document Control,People Operations,"Leave and Benefits Policy
9. Document Control
Document owner: Leave and Benefits Policy owner

Version: 3.0-rag

Effective date: 2026-04-20

Review frequency: annual or upon material change"
recruitment-and-onboarding-procedure::1-purpose-and-scope,recruitment-and-onboarding-procedure,Recruitment and Onboarding Procedure,1. Purpose and Scope,People Operations,"Recruitment and Onboarding Procedure
1. Purpose and Scope
Recruitment and Onboarding Procedure describes the formal policy requirements and operating procedures used by Northstar Analytics Ltd.. It is written as a synthetic but realistic document for training retrieval, summarization, and question-answering systems.

This document applies to all employees, interns, temporary workers, and approved contractors unless a section explicitly states otherwise.

Managers are responsible for enforcing this policy consistently and for escalating unusual cases to the document owner."
recruitment-and-onboarding-procedure::2-roles-and-responsibilities,recruitment-and-onboarding-procedure,Recruitment and Onboarding Procedure,2. Roles and Responsibilities,People Operations,"Recruitment and Onboarding Procedure
2. Roles and Responsibilities
Employees must read, understand, and follow the policy requirements relevant to their role.

Managers must document exceptions in writing and retain approvals in the designated system of record.

The document owner reviews this policy at least annually and whenever business, legal, or technical requirements materially change."
recruitment-and-onboarding-procedure::3-job-requisition,recruitment-and-onboarding-procedure,Recruitment and Onboarding Procedure,3. Job Requisition,People Operations,"Recruitment and Onboarding Procedure
3. Job Requisition
The section on job requisition defines the standard rule, the approval path, and the records that must be retained.

Requests related to job requisition should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for job requisition, the exception must include the reason, the duration, and any compensating controls.

A new role cannot be posted until the job requisition includes an approved budget code, job description, and hiring justification.

Backfills for already budgeted roles still require headcount confirmation from Finance."
recruitment-and-onboarding-procedure::4-interview-process,recruitment-and-onboarding-procedure,Recruitment and Onboarding Procedure,4. Interview Process,People Operations,"Recruitment and Onboarding Procedure
4. Interview Process
The section on interview process defines the standard rule, the approval path, and the records that must be retained.

Requests related to interview process should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for interview process, the exception must include the reason, the duration, and any compensating controls.

Records related to interview process must be stored in the designated repository with a clear owner and retention period.

Metrics related to interview process should be reviewed periodically to identify recurring issues and opportunities for improvement."
recruitment-and-onboarding-procedure::5-offer-approval,recruitment-and-onboarding-procedure,Recruitment and Onboarding Procedure,5. Offer Approval,People Operations,"Recruitment and Onboarding Procedure
5. Offer Approval
The section on offer approval defines the standard rule, the approval path, and the records that must be retained.

Requests related to offer approval should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for offer approval, the exception must include the reason, the duration, and any compensating controls.

Offer letters must be approved by the hiring manager, People Operations, and Finance when compensation is outside the benchmark band.

No verbal promise of compensation or start date is binding until the signed offer letter is issued."
recruitment-and-onboarding-procedure::6-pre-boarding-checklist,recruitment-and-onboarding-procedure,Recruitment and Onboarding Procedure,6. Pre-Boarding Checklist,People Operations,"Recruitment and Onboarding Procedure
6. Pre-Boarding Checklist
The section on pre-boarding checklist defines the standard rule, the approval path, and the records that must be retained.

Requests related to pre-boarding checklist should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for pre-boarding checklist, the exception must include the reason, the duration, and any compensating controls.

Records related to pre-boarding checklist must be stored in the designated repository with a clear owner and retention period.

Metrics related to pre-boarding checklist should be reviewed periodically to identify recurring issues and opportunities for improvement."
recruitment-and-onboarding-procedure::7-30-60-90-onboarding,recruitment-and-onboarding-procedure,Recruitment and Onboarding Procedure,7. 30-60-90 Onboarding,People Operations,"Recruitment and Onboarding Procedure
7. 30-60-90 Onboarding
The section on 30-60-90 onboarding defines the standard rule, the approval path, and the records that must be retained.

Requests related to 30-60-90 onboarding should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for 30-60-90 onboarding, the exception must include the reason, the duration, and any compensating controls.

Managers must complete a documented 30-60-90 day plan for every new employee by the employee's first week.

The plan should include role outcomes, stakeholder introductions, and required training milestones."
recruitment-and-onboarding-procedure::8-exceptions-and-escalations,recruitment-and-onboarding-procedure,Recruitment and Onboarding Procedure,8. Exceptions and Escalations,People Operations,"Recruitment and Onboarding Procedure
8. Exceptions and Escalations
Exceptions must be rare, time-bound, and approved by the designated authority named in the relevant section.

All exceptions must be logged with the approver, rationale, expiration date, and any required follow-up actions."
recruitment-and-onboarding-procedure::9-document-control,recruitment-and-onboarding-procedure,Recruitment and Onboarding Procedure,9. Document Control,People Operations,"Recruitment and Onboarding Procedure
9. Document Control
Document owner: Recruitment and Onboarding Procedure owner

Version: 3.0-rag

Effective date: 2026-04-20

Review frequency: annual or upon material change"
performance-management-policy::1-purpose-and-scope,performance-management-policy,Performance Management Policy,1. Purpose and Scope,People Operations,"Performance Management Policy
1. Purpose and Scope
Performance Management Policy describes the formal policy requirements and operating procedures used by Northstar Analytics Ltd.. It is written as a synthetic but realistic document for training retrieval, summarization, and question-answering systems.

This document applies to all employees, interns, temporary workers, and approved contractors unless a section explicitly states otherwise.

Managers are responsible for enforcing this policy consistently and for escalating unusual cases to the document owner."
performance-management-policy::2-roles-and-responsibilities,performance-management-policy,Performance Management Policy,2. Roles and Responsibilities,People Operations,"Performance Management Policy
2. Roles and Responsibilities
Employees must read, understand, and follow the policy requirements relevant to their role.

Managers must document exceptions in writing and retain approvals in the designated system of record.

The document owner reviews this policy at least annually and whenever business, legal, or technical requirements materially change."
performance-management-policy::3-goal-setting,performance-management-policy,Performance Management Policy,3. Goal Setting,People Operations,"Performance Management Policy
3. Goal Setting
The section on goal setting defines the standard rule, the approval path, and the records that must be retained.

Requests related to goal setting should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for goal setting, the exception must include the reason, the duration, and any compensating controls.

Records related to goal setting must be stored in the designated repository with a clear owner and retention period.

Metrics related to goal setting should be reviewed periodically to identify recurring issues and opportunities for improvement."
performance-management-policy::4-review-cycles,performance-management-policy,Performance Management Policy,4. Review Cycles,People Operations,"Performance Management Policy
4. Review Cycles
The section on review cycles defines the standard rule, the approval path, and the records that must be retained.

Requests related to review cycles should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for review cycles, the exception must include the reason, the duration, and any compensating controls.

Records related to review cycles must be stored in the designated repository with a clear owner and retention period.

Metrics related to review cycles should be reviewed periodically to identify recurring issues and opportunities for improvement."
performance-management-policy::5-rating-definitions,performance-management-policy,Performance Management Policy,5. Rating Definitions,People Operations,"Performance Management Policy
5. Rating Definitions
The section on rating definitions defines the standard rule, the approval path, and the records that must be retained.

Requests related to rating definitions should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for rating definitions, the exception must include the reason, the duration, and any compensating controls.

A rating of 'Exceeds Expectations' indicates performance that consistently surpasses core role requirements with measurable impact.

A rating of 'Needs Improvement' triggers a structured review conversation and may lead to a performance improvement plan."
performance-management-policy::6-improvement-plans,performance-management-policy,Performance Management Policy,6. Improvement Plans,People Operations,"Performance Management Policy
6. Improvement Plans
The section on improvement plans defines the standard rule, the approval path, and the records that must be retained.

Requests related to improvement plans should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for improvement plans, the exception must include the reason, the duration, and any compensating controls.

Records related to improvement plans must be stored in the designated repository with a clear owner and retention period.

Metrics related to improvement plans should be reviewed periodically to identify recurring issues and opportunities for improvement."
performance-management-policy::7-promotion-readiness,performance-management-policy,Performance Management Policy,7. Promotion Readiness,People Operations,"Performance Management Policy
7. Promotion Readiness
The section on promotion readiness defines the standard rule, the approval path, and the records that must be retained.

Requests related to promotion readiness should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for promotion readiness, the exception must include the reason, the duration, and any compensating controls.

Records related to promotion readiness must be stored in the designated repository with a clear owner and retention period.

Metrics related to promotion readiness should be reviewed periodically to identify recurring issues and opportunities for improvement."
performance-management-policy::8-exceptions-and-escalations,performance-management-policy,Performance Management Policy,8. Exceptions and Escalations,People Operations,"Performance Management Policy
8. Exceptions and Escalations
Exceptions must be rare, time-bound, and approved by the designated authority named in the relevant section.

All exceptions must be logged with the approver, rationale, expiration date, and any required follow-up actions."
performance-management-policy::9-document-control,performance-management-policy,Performance Management Policy,9. Document Control,People Operations,"Performance Management Policy
9. Document Control
Document owner: Performance Management Policy owner

Version: 3.0-rag

Effective date: 2026-04-20

Review frequency: annual or upon material change"
disciplinary-procedure::1-purpose-and-scope,disciplinary-procedure,Disciplinary and Grievance Procedure,1. Purpose and Scope,People Operations,"Disciplinary and Grievance Procedure
1. Purpose and Scope
Disciplinary and Grievance Procedure describes the formal policy requirements and operating procedures used by Northstar Analytics Ltd.. It is written as a synthetic but realistic document for training retrieval, summarization, and question-answering systems.

This document applies to all employees, interns, temporary workers, and approved contractors unless a section explicitly states otherwise.

Managers are responsible for enforcing this policy consistently and for escalating unusual cases to the document owner."
disciplinary-procedure::2-roles-and-responsibilities,disciplinary-procedure,Disciplinary and Grievance Procedure,2. Roles and Responsibilities,People Operations,"Disciplinary and Grievance Procedure
2. Roles and Responsibilities
Employees must read, understand, and follow the policy requirements relevant to their role.

Managers must document exceptions in writing and retain approvals in the designated system of record.

The document owner reviews this policy at least annually and whenever business, legal, or technical requirements materially change."
disciplinary-procedure::3-informal-resolution,disciplinary-procedure,Disciplinary and Grievance Procedure,3. Informal Resolution,People Operations,"Disciplinary and Grievance Procedure
3. Informal Resolution
The section on informal resolution defines the standard rule, the approval path, and the records that must be retained.

Requests related to informal resolution should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for informal resolution, the exception must include the reason, the duration, and any compensating controls.

Records related to informal resolution must be stored in the designated repository with a clear owner and retention period.

Metrics related to informal resolution should be reviewed periodically to identify recurring issues and opportunities for improvement."
disciplinary-procedure::4-formal-investigation,disciplinary-procedure,Disciplinary and Grievance Procedure,4. Formal Investigation,People Operations,"Disciplinary and Grievance Procedure
4. Formal Investigation
The section on formal investigation defines the standard rule, the approval path, and the records that must be retained.

Requests related to formal investigation should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for formal investigation, the exception must include the reason, the duration, and any compensating controls.

Records related to formal investigation must be stored in the designated repository with a clear owner and retention period.

Metrics related to formal investigation should be reviewed periodically to identify recurring issues and opportunities for improvement."
disciplinary-procedure::5-warnings,disciplinary-procedure,Disciplinary and Grievance Procedure,5. Warnings,People Operations,"Disciplinary and Grievance Procedure
5. Warnings
The section on warnings defines the standard rule, the approval path, and the records that must be retained.

Requests related to warnings should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for warnings, the exception must include the reason, the duration, and any compensating controls.

Formal warnings are normally issued in the sequence of verbal reminder, written warning, final written warning, and termination, although serious misconduct may justify acceleration.

Each warning must describe the conduct, the expected improvement, the review date, and the consequences of further breaches."
disciplinary-procedure::6-appeals,disciplinary-procedure,Disciplinary and Grievance Procedure,6. Appeals,People Operations,"Disciplinary and Grievance Procedure
6. Appeals
The section on appeals defines the standard rule, the approval path, and the records that must be retained.

Requests related to appeals should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for appeals, the exception must include the reason, the duration, and any compensating controls.

Employees may submit a written appeal within 5 business days of receiving a formal disciplinary outcome.

Appeals should be reviewed by a manager or HR representative not directly involved in the original decision."
disciplinary-procedure::7-record-retention,disciplinary-procedure,Disciplinary and Grievance Procedure,7. Record Retention,People Operations,"Disciplinary and Grievance Procedure
7. Record Retention
The section on record retention defines the standard rule, the approval path, and the records that must be retained.

Requests related to record retention should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for record retention, the exception must include the reason, the duration, and any compensating controls.

Records related to record retention must be stored in the designated repository with a clear owner and retention period.

Metrics related to record retention should be reviewed periodically to identify recurring issues and opportunities for improvement."
disciplinary-procedure::8-exceptions-and-escalations,disciplinary-procedure,Disciplinary and Grievance Procedure,8. Exceptions and Escalations,People Operations,"Disciplinary and Grievance Procedure
8. Exceptions and Escalations
Exceptions must be rare, time-bound, and approved by the designated authority named in the relevant section.

All exceptions must be logged with the approver, rationale, expiration date, and any required follow-up actions."
disciplinary-procedure::9-document-control,disciplinary-procedure,Disciplinary and Grievance Procedure,9. Document Control,People Operations,"Disciplinary and Grievance Procedure
9. Document Control
Document owner: Disciplinary and Grievance Procedure owner

Version: 3.0-rag

Effective date: 2026-04-20

Review frequency: annual or upon material change"
acceptable-use-policy::1-purpose-and-scope,acceptable-use-policy,Acceptable Use Policy,1. Purpose and Scope,Security,"Acceptable Use Policy
1. Purpose and Scope
Acceptable Use Policy describes the formal policy requirements and operating procedures used by Northstar Analytics Ltd.. It is written as a synthetic but realistic document for training retrieval, summarization, and question-answering systems.

This document applies to all employees, interns, temporary workers, and approved contractors unless a section explicitly states otherwise.

Managers are responsible for enforcing this policy consistently and for escalating unusual cases to the document owner."
acceptable-use-policy::2-roles-and-responsibilities,acceptable-use-policy,Acceptable Use Policy,2. Roles and Responsibilities,Security,"Acceptable Use Policy
2. Roles and Responsibilities
Employees must read, understand, and follow the policy requirements relevant to their role.

Managers must document exceptions in writing and retain approvals in the designated system of record.

The document owner reviews this policy at least annually and whenever business, legal, or technical requirements materially change."
acceptable-use-policy::3-approved-use,acceptable-use-policy,Acceptable Use Policy,3. Approved Use,Security,"Acceptable Use Policy
3. Approved Use
The section on approved use defines the standard rule, the approval path, and the records that must be retained.

Requests related to approved use should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for approved use, the exception must include the reason, the duration, and any compensating controls.

Company systems are primarily for legitimate business use, with only limited incidental personal use that does not interfere with work or security.

Users must protect confidential information when using collaboration tools, file sharing platforms, and AI systems."
acceptable-use-policy::4-prohibited-activities,acceptable-use-policy,Acceptable Use Policy,4. Prohibited Activities,Security,"Acceptable Use Policy
4. Prohibited Activities
The section on prohibited activities defines the standard rule, the approval path, and the records that must be retained.

Requests related to prohibited activities should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for prohibited activities, the exception must include the reason, the duration, and any compensating controls.

Records related to prohibited activities must be stored in the designated repository with a clear owner and retention period.

Metrics related to prohibited activities should be reviewed periodically to identify recurring issues and opportunities for improvement."
acceptable-use-policy::5-software-installation,acceptable-use-policy,Acceptable Use Policy,5. Software Installation,Security,"Acceptable Use Policy
5. Software Installation
The section on software installation defines the standard rule, the approval path, and the records that must be retained.

Requests related to software installation should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for software installation, the exception must include the reason, the duration, and any compensating controls.

Only software from approved repositories or IT-managed deployment tools may be installed on company devices.

Local administrator rights require written business justification and periodic review."
acceptable-use-policy::6-monitoring-notice,acceptable-use-policy,Acceptable Use Policy,6. Monitoring Notice,Security,"Acceptable Use Policy
6. Monitoring Notice
The section on monitoring notice defines the standard rule, the approval path, and the records that must be retained.

Requests related to monitoring notice should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for monitoring notice, the exception must include the reason, the duration, and any compensating controls.

Records related to monitoring notice must be stored in the designated repository with a clear owner and retention period.

Metrics related to monitoring notice should be reviewed periodically to identify recurring issues and opportunities for improvement."
acceptable-use-policy::7-enforcement,acceptable-use-policy,Acceptable Use Policy,7. Enforcement,Security,"Acceptable Use Policy
7. Enforcement
The section on enforcement defines the standard rule, the approval path, and the records that must be retained.

Requests related to enforcement should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for enforcement, the exception must include the reason, the duration, and any compensating controls.

Records related to enforcement must be stored in the designated repository with a clear owner and retention period.

Metrics related to enforcement should be reviewed periodically to identify recurring issues and opportunities for improvement."
acceptable-use-policy::8-exceptions-and-escalations,acceptable-use-policy,Acceptable Use Policy,8. Exceptions and Escalations,Security,"Acceptable Use Policy
8. Exceptions and Escalations
Exceptions must be rare, time-bound, and approved by the designated authority named in the relevant section.

All exceptions must be logged with the approver, rationale, expiration date, and any required follow-up actions."
acceptable-use-policy::9-document-control,acceptable-use-policy,Acceptable Use Policy,9. Document Control,Security,"Acceptable Use Policy
9. Document Control
Document owner: Acceptable Use Policy owner

Version: 3.0-rag

Effective date: 2026-04-20

Review frequency: annual or upon material change"
finance-and-expense-policy::1-purpose-and-scope,finance-and-expense-policy,Finance and Expense Policy,1. Purpose and Scope,Finance,"Finance and Expense Policy
1. Purpose and Scope
Finance and Expense Policy describes the formal policy requirements and operating procedures used by Northstar Analytics Ltd.. It is written as a synthetic but realistic document for training retrieval, summarization, and question-answering systems.

This document applies to all employees, interns, temporary workers, and approved contractors unless a section explicitly states otherwise.

Managers are responsible for enforcing this policy consistently and for escalating unusual cases to the document owner."
finance-and-expense-policy::2-roles-and-responsibilities,finance-and-expense-policy,Finance and Expense Policy,2. Roles and Responsibilities,Finance,"Finance and Expense Policy
2. Roles and Responsibilities
Employees must read, understand, and follow the policy requirements relevant to their role.

Managers must document exceptions in writing and retain approvals in the designated system of record.

The document owner reviews this policy at least annually and whenever business, legal, or technical requirements materially change."
finance-and-expense-policy::3-expense-categories,finance-and-expense-policy,Finance and Expense Policy,3. Expense Categories,Finance,"Finance and Expense Policy
3. Expense Categories
The section on expense categories defines the standard rule, the approval path, and the records that must be retained.

Requests related to expense categories should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for expense categories, the exception must include the reason, the duration, and any compensating controls.

Meals above USD 75 per person require an itemized receipt and business purpose note.

Home internet reimbursement is capped at USD 50 per month for approved remote roles."
finance-and-expense-policy::4-approval-thresholds,finance-and-expense-policy,Finance and Expense Policy,4. Approval Thresholds,Finance,"Finance and Expense Policy
4. Approval Thresholds
The section on approval thresholds defines the standard rule, the approval path, and the records that must be retained.

Requests related to approval thresholds should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for approval thresholds, the exception must include the reason, the duration, and any compensating controls.

Records related to approval thresholds must be stored in the designated repository with a clear owner and retention period.

Metrics related to approval thresholds should be reviewed periodically to identify recurring issues and opportunities for improvement."
finance-and-expense-policy::5-receipts,finance-and-expense-policy,Finance and Expense Policy,5. Receipts,Finance,"Finance and Expense Policy
5. Receipts
The section on receipts defines the standard rule, the approval path, and the records that must be retained.

Requests related to receipts should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for receipts, the exception must include the reason, the duration, and any compensating controls.

Records related to receipts must be stored in the designated repository with a clear owner and retention period.

Metrics related to receipts should be reviewed periodically to identify recurring issues and opportunities for improvement."
finance-and-expense-policy::6-corporate-cards,finance-and-expense-policy,Finance and Expense Policy,6. Corporate Cards,Finance,"Finance and Expense Policy
6. Corporate Cards
The section on corporate cards defines the standard rule, the approval path, and the records that must be retained.

Requests related to corporate cards should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for corporate cards, the exception must include the reason, the duration, and any compensating controls.

Records related to corporate cards must be stored in the designated repository with a clear owner and retention period.

Metrics related to corporate cards should be reviewed periodically to identify recurring issues and opportunities for improvement."
finance-and-expense-policy::7-reimbursement-timing,finance-and-expense-policy,Finance and Expense Policy,7. Reimbursement Timing,Finance,"Finance and Expense Policy
7. Reimbursement Timing
The section on reimbursement timing defines the standard rule, the approval path, and the records that must be retained.

Requests related to reimbursement timing should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for reimbursement timing, the exception must include the reason, the duration, and any compensating controls.

Approved expense reports are reimbursed in the next regular payroll cycle when submitted by the monthly cutoff date.

Late submissions may be deferred to a subsequent cycle unless an exception is approved."
finance-and-expense-policy::8-exceptions-and-escalations,finance-and-expense-policy,Finance and Expense Policy,8. Exceptions and Escalations,Finance,"Finance and Expense Policy
8. Exceptions and Escalations
Exceptions must be rare, time-bound, and approved by the designated authority named in the relevant section.

All exceptions must be logged with the approver, rationale, expiration date, and any required follow-up actions."
finance-and-expense-policy::9-document-control,finance-and-expense-policy,Finance and Expense Policy,9. Document Control,Finance,"Finance and Expense Policy
9. Document Control
Document owner: Finance and Expense Policy owner

Version: 3.0-rag

Effective date: 2026-04-20

Review frequency: annual or upon material change"
procurement-policy::1-purpose-and-scope,procurement-policy,Procurement Policy,1. Purpose and Scope,Finance,"Procurement Policy
1. Purpose and Scope
Procurement Policy describes the formal policy requirements and operating procedures used by Northstar Analytics Ltd.. It is written as a synthetic but realistic document for training retrieval, summarization, and question-answering systems.

This document applies to all employees, interns, temporary workers, and approved contractors unless a section explicitly states otherwise.

Managers are responsible for enforcing this policy consistently and for escalating unusual cases to the document owner."
procurement-policy::2-roles-and-responsibilities,procurement-policy,Procurement Policy,2. Roles and Responsibilities,Finance,"Procurement Policy
2. Roles and Responsibilities
Employees must read, understand, and follow the policy requirements relevant to their role.

Managers must document exceptions in writing and retain approvals in the designated system of record.

The document owner reviews this policy at least annually and whenever business, legal, or technical requirements materially change."
procurement-policy::3-vendor-selection,procurement-policy,Procurement Policy,3. Vendor Selection,Finance,"Procurement Policy
3. Vendor Selection
The section on vendor selection defines the standard rule, the approval path, and the records that must be retained.

Requests related to vendor selection should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for vendor selection, the exception must include the reason, the duration, and any compensating controls.

Records related to vendor selection must be stored in the designated repository with a clear owner and retention period.

Metrics related to vendor selection should be reviewed periodically to identify recurring issues and opportunities for improvement."
procurement-policy::4-three-quote-rule,procurement-policy,Procurement Policy,4. Three-Quote Rule,Finance,"Procurement Policy
4. Three-Quote Rule
The section on three-quote rule defines the standard rule, the approval path, and the records that must be retained.

Requests related to three-quote rule should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for three-quote rule, the exception must include the reason, the duration, and any compensating controls.

Purchases above USD 5,000 normally require at least three competitive quotes unless a documented sole-source exception is approved.

Procurement must retain quote comparisons and award rationale."
procurement-policy::5-contract-review,procurement-policy,Procurement Policy,5. Contract Review,Finance,"Procurement Policy
5. Contract Review
The section on contract review defines the standard rule, the approval path, and the records that must be retained.

Requests related to contract review should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for contract review, the exception must include the reason, the duration, and any compensating controls.

All vendor contracts involving personal data, security access, or auto-renewal terms must be reviewed by Legal or an authorized reviewer before signature.

Employees may not sign vendor terms on behalf of the company unless they hold delegated authority."
procurement-policy::6-conflict-checks,procurement-policy,Procurement Policy,6. Conflict Checks,Finance,"Procurement Policy
6. Conflict Checks
The section on conflict checks defines the standard rule, the approval path, and the records that must be retained.

Requests related to conflict checks should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for conflict checks, the exception must include the reason, the duration, and any compensating controls.

Records related to conflict checks must be stored in the designated repository with a clear owner and retention period.

Metrics related to conflict checks should be reviewed periodically to identify recurring issues and opportunities for improvement."
procurement-policy::7-purchase-orders,procurement-policy,Procurement Policy,7. Purchase Orders,Finance,"Procurement Policy
7. Purchase Orders
The section on purchase orders defines the standard rule, the approval path, and the records that must be retained.

Requests related to purchase orders should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for purchase orders, the exception must include the reason, the duration, and any compensating controls.

Records related to purchase orders must be stored in the designated repository with a clear owner and retention period.

Metrics related to purchase orders should be reviewed periodically to identify recurring issues and opportunities for improvement."
procurement-policy::8-exceptions-and-escalations,procurement-policy,Procurement Policy,8. Exceptions and Escalations,Finance,"Procurement Policy
8. Exceptions and Escalations
Exceptions must be rare, time-bound, and approved by the designated authority named in the relevant section.

All exceptions must be logged with the approver, rationale, expiration date, and any required follow-up actions."
procurement-policy::9-document-control,procurement-policy,Procurement Policy,9. Document Control,Finance,"Procurement Policy
9. Document Control
Document owner: Procurement Policy owner

Version: 3.0-rag

Effective date: 2026-04-20

Review frequency: annual or upon material change"
risk-management-policy::1-purpose-and-scope,risk-management-policy,Risk Management Policy,1. Purpose and Scope,Compliance,"Risk Management Policy
1. Purpose and Scope
Risk Management Policy describes the formal policy requirements and operating procedures used by Northstar Analytics Ltd.. It is written as a synthetic but realistic document for training retrieval, summarization, and question-answering systems.

This document applies to all employees, interns, temporary workers, and approved contractors unless a section explicitly states otherwise.

Managers are responsible for enforcing this policy consistently and for escalating unusual cases to the document owner."
risk-management-policy::2-roles-and-responsibilities,risk-management-policy,Risk Management Policy,2. Roles and Responsibilities,Compliance,"Risk Management Policy
2. Roles and Responsibilities
Employees must read, understand, and follow the policy requirements relevant to their role.

Managers must document exceptions in writing and retain approvals in the designated system of record.

The document owner reviews this policy at least annually and whenever business, legal, or technical requirements materially change."
risk-management-policy::3-risk-register,risk-management-policy,Risk Management Policy,3. Risk Register,Compliance,"Risk Management Policy
3. Risk Register
The section on risk register defines the standard rule, the approval path, and the records that must be retained.

Requests related to risk register should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for risk register, the exception must include the reason, the duration, and any compensating controls.

Records related to risk register must be stored in the designated repository with a clear owner and retention period.

Metrics related to risk register should be reviewed periodically to identify recurring issues and opportunities for improvement."
risk-management-policy::4-risk-scoring,risk-management-policy,Risk Management Policy,4. Risk Scoring,Compliance,"Risk Management Policy
4. Risk Scoring
The section on risk scoring defines the standard rule, the approval path, and the records that must be retained.

Requests related to risk scoring should be submitted through the official workflow rather than handled informally through chat or email alone.

When a manager grants an exception for risk scoring, the exception must include the reason, the duration, and any compensating controls.

Risks are scored on a 1 to 5 scale for likelihood and impact, and inherent risk is calculated by multiplying the two values.

Any risk with an inherent score of 15 or higher must be reviewed by the executive risk committee."
